player_id,team_id,fumbles_lost,receiving_rec,receiving_yds,receiving_tds,rushing_att,rushing_yds,rushing_tds,start_time,day_of_week,week,season_year,home_team,away_team,home_score,away_score
2678,DET,0,1,16,0,1,5,0,01:00:00,sunday,5,2009,DET,PIT,20,28
1965,DET,0,3,42,0,20,53,0,01:00:00,sunday,5,2009,DET,PIT,20,28
2808,PIT,0,2,16,0,15,77,1,01:00:00,sunday,5,2009,DET,PIT,20,28
662,KC,0,1,9,0,21,37,0,01:00:00,sunday,5,2009,KC,DAL,20,26
5253,KC,0,5,54,0,3,9,0,01:00:00,sunday,5,2009,KC,DAL,20,26
4746,KC,0,1,3,0,0,0,0,01:00:00,sunday,5,2009,KC,DAL,20,26
1162,DAL,0,0,0,0,15,53,0,01:00:00,sunday,5,2009,KC,DAL,20,26
2203,DAL,0,0,0,0,8,92,1,01:00:00,sunday,5,2009,KC,DAL,20,26
4751,NYG,0,1,8,0,21,67,0,01:00:00,sunday,5,2009,NYG,OAK,44,7
125,NYG,0,1,55,0,11,110,2,01:00:00,sunday,5,2009,NYG,OAK,44,7
467,OAK,0,1,6,0,12,37,1,01:00:00,sunday,5,2009,NYG,OAK,44,7
4664,PHI,0,2,15,0,6,14,0,01:00:00,sunday,5,2009,PHI,TB,33,14
2461,PHI,0,2,17,0,6,18,1,01:00:00,sunday,5,2009,PHI,TB,33,14
4278,TB,0,3,8,0,10,8,0,01:00:00,sunday,5,2009,PHI,TB,33,14
4033,TB,0,0,0,0,6,37,0,01:00:00,sunday,5,2009,PHI,TB,33,14
3550,STL,1,2,25,0,21,84,0,01:00:00,sunday,5,2009,STL,MIN,10,38
2252,MIN,0,3,49,0,9,20,1,01:00:00,sunday,5,2009,STL,MIN,10,38
6489,MIN,0,2,6,0,15,69,2,01:00:00,sunday,5,2009,STL,MIN,10,38
123,ATL,0,3,15,0,2,5,0,04:05:00,sunday,5,2009,SF,ATL,10,45
5288,ATL,0,0,0,0,22,97,3,04:05:00,sunday,5,2009,SF,ATL,10,45
2897,ARI,0,5,30,0,6,17,1,04:15:00,sunday,5,2009,ARI,HOU,28,21
4386,ARI,0,0,0,0,7,24,0,04:15:00,sunday,5,2009,ARI,HOU,28,21
1663,ARI,0,0,0,0,0,0,0,04:15:00,sunday,5,2009,ARI,HOU,28,21
1715,HOU,0,6,59,0,13,39,0,04:15:00,sunday,5,2009,ARI,HOU,28,21
4431,DEN,1,4,36,0,21,88,0,04:15:00,sunday,5,2009,DEN,NE,20,17
405,NE,0,0,0,0,5,21,0,04:15:00,sunday,5,2009,DEN,NE,20,17
4547,SEA,0,1,2,0,12,34,0,04:15:00,sunday,5,2009,SEA,JAC,41,0
4659,SEA,0,0,0,0,6,43,0,04:15:00,sunday,5,2009,SEA,JAC,41,0
879,JAC,0,5,23,0,12,34,0,04:15:00,sunday,5,2009,SEA,JAC,41,0
2939,JAC,0,0,0,0,2,3,0,04:15:00,sunday,5,2009,SEA,JAC,41,0
2813,TEN,0,2,9,0,9,34,0,08:20:00,sunday,5,2009,TEN,IND,9,31
4174,IND,0,10,53,0,14,27,1,08:20:00,sunday,5,2009,TEN,IND,9,31
4382,IND,0,2,13,0,6,22,0,08:20:00,sunday,5,2009,TEN,IND,9,31
746,MIA,0,3,14,0,21,74,2,08:30:00,monday,5,2009,MIA,NYJ,31,27
4543,MIA,0,3,70,0,11,68,0,08:30:00,monday,5,2009,MIA,NYJ,31,27
671,NYJ,0,1,13,0,10,44,0,08:30:00,monday,5,2009,MIA,NYJ,31,27
5066,NYJ,0,0,0,0,13,42,2,08:30:00,monday,5,2009,MIA,NYJ,31,27
2392,NYJ,0,0,0,0,3,8,0,08:30:00,monday,5,2009,MIA,NYJ,31,27
738,CIN,0,2,1,0,16,44,1,01:00:00,sunday,6,2009,CIN,HOU,17,28
1715,HOU,1,6,102,1,19,43,0,01:00:00,sunday,6,2009,CIN,HOU,17,28
4404,GB,0,3,17,0,24,90,0,01:00:00,sunday,6,2009,GB,DET,26,0
2558,GB,0,1,12,0,2,6,0,01:00:00,sunday,6,2009,GB,DET,26,0
1965,DET,0,0,0,0,15,61,0,01:00:00,sunday,6,2009,GB,DET,26,0
879,JAC,1,5,45,0,33,133,3,01:00:00,sunday,6,2009,JAC,STL,23,20
2939,JAC,0,1,-3,0,1,2,0,01:00:00,sunday,6,2009,JAC,STL,23,20
3550,STL,0,6,78,0,16,50,0,01:00:00,sunday,6,2009,JAC,STL,23,20
2252,MIN,0,0,0,0,8,22,0,01:00:00,sunday,6,2009,MIN,BAL,33,31
6489,MIN,0,4,23,0,22,143,0,01:00:00,sunday,6,2009,MIN,BAL,33,31
1211,BAL,0,10,117,0,10,77,2,01:00:00,sunday,6,2009,MIN,BAL,33,31
4078,BAL,0,0,0,0,7,3,0,01:00:00,sunday,6,2009,MIN,BAL,33,31
5908,NO,0,0,0,0,15,34,1,01:00:00,sunday,6,2009,NO,NYG,48,27
201,NO,0,1,7,0,6,17,1,01:00:00,sunday,6,2009,NO,NYG,48,27
3982,NO,0,0,0,0,15,72,0,01:00:00,sunday,6,2009,NO,NYG,48,27
4751,NYG,0,1,2,0,7,33,0,01:00:00,sunday,6,2009,NO,NYG,48,27
125,NYG,0,0,0,0,10,48,1,01:00:00,sunday,6,2009,NO,NYG,48,27
2808,PIT,1,2,15,0,17,62,1,01:00:00,sunday,6,2009,PIT,CLE,27,14
